130	19	5
130	36	47
130	37	47
130	62	47
130	76	47
130	83	47
130	113	47
130	128	47
130	131	47
130	135	47
130	141	47
130	146	47
130	150	47
130	166	47
130	167	47
130	173	47
130	190	47
130	193	340
130	205	340
130	217	340
130	246	340
130	248	340
130	250	340
130	255	340
130	270	340
130	290	340
130	324	340
130	330	340
130	335	340
130	363	495
130	381	495
130	386	357
130	396	357
130	398	357
130	411	357
130	441	495
130	447	444
130	478	578
130	483	578
130	486	578
130	497	578
130	525	560
130	528	560
130	551	560
130	552	560
130	573	560
130	592	593
130	606	607
130	618	607
130	640	646
130	664	646
130	691	722
130	705	725
130	721	722
130	732	725
130	745	725
130	754	725
130	759	725
130	778	798
130	783	784
130	797	798
130	810	798
130	832	833
130	835	833
130	840	833
130	852	848
130	854	856
130	863	856
130	878	876
130	891	876
130	899	908
130	910	870
130	936	933
130	943	933
130	948	949
130	953	949
130	960	949
130	972	949
130	976	974
130	981	949
130	985	949
130	995	990
130	1001	1014
130	1026	990
130	1040	1041
130	1055	990
130	1067	1057
130	1079	1057
130	1093	1057
130	1105	1106
130	1108	1106
130	1111	1106
130	1114	1106
130	1124	1106
130	1138	1134
130	1157	1106
130	1216	1270
130	1244	1245
130	1247	1245
130	1261	1245
130	1269	1264
130	1276	1264
130	1278	1264
130	1302	1286
130	1319	1320
130	1346	1320
130	1370	1352
130	1382	1325
130	1390	1383
130	1399	1383
130	1416	1383
130	1431	1492
130	1451	1439
130	1458	1439
130	1466	1439
130	1486	1439
130	1490	1492
130	1494	1495
130	1511	1495
130	1515	1495
130	1525	1495
130	1527	1520
130	1530	1495
130	1535	1520
130	1541	1542
130	1547	1542
130	1549	1542
130	1554	1495
130	1557	1542
130	1569	1578
130	1593	1594
130	1597	1594
130	1605	1594
130	1612	1594
130	1618	1619
130	1625	1619
130	1646	1619
130	1676	1653
130	1679	1677
130	1691	1677
130	1700	1677
130	1710	1696
130	1716	1677
130	1717	1677
130	1724	1677
130	1727	1677
130	1734	1677
130	1746	1747
130	1754	1747
130	1757	1747
130	1767	1747
130	1784	1827
130	1799	1792
130	1814	1827
130	1817	1792
140	32	55
140	188	174
140	251	231
140	398	256
140	400	256
140	425	419
140	431	419
140	435	419
140	437	419
140	442	419
140	451	419
140	465	452
140	466	419
140	473	419
140	494	496
140	503	496
140	509	500
140	511	496
140	518	500
140	522	496
140	524	496
140	527	496
140	543	545
140	548	545
140	554	545
140	564	545
140	568	545
140	577	545
140	585	545
140	590	579
140	599	545
140	603	545
140	628	545
140	691	835
140	700	835
140	731	835
140	733	835
140	745	835
140	747	835
140	751	835
140	757	835
140	759	835
140	766	835
140	778	835
140	787	835
140	792	835
140	798	835
140	803	835
140	814	835
140	817	835
140	833	835
140	848	835
140	871	878
140	885	878
140	897	878
140	907	909
140	912	909
140	931	935
140	944	935
140	956	964
140	957	1001
140	968	1001
140	991	1001
140	1008	1022
140	1016	1022
140	1042	1022
140	1068	1062
140	1080	1074
140	1110	1022
140	1121	1022
140	1126	1022
140	1137	1022
140	1157	1022
140	1179	1022
140	1195	1022
140	1206	1022
140	1223	1022
140	1236	1022
140	1304	1295
140	1311	1295
140	1335	1323
140	1338	1323
140	1343	1323
140	1352	1399
140	1358	1399
140	1371	1399
140	1390	1399
140	1441	1399
140	1449	1399
140	1456	1399
140	1484	1399
140	1489	1399
140	1489	1399
140	1509	1399
140	1523	1399
140	1550	1538
140	1568	1538
150	16	13
150	24	13
150	28	13
150	43	31
150	54	31
150	67	31
150	76	31
150	82	31
150	99	93
150	138	133
150	146	133
150	173	160
150	185	160
150	202	160
150	229	213
150	277	241
150	283	241
150	293	241
150	295	241
150	301	241
150	314	241
150	375	373
150	422	398
150	447	434
150	483	434
150	490	434
150	496	434
150	521	511
150	564	557
150	594	581
150	622	581
150	637	581
150	655	581
150	676	581
150	690	581
150	726	712
150	755	734
150	772	760
150	801	788
150	804	788
150	832	788
150	856	841
150	859	841
150	887	841
150	894	876
150	920	917
150	987	970
150	992	970
150	1006	1002
150	1025	1002
150	1038	1041
150	1066	1056
